date,fighter,total_wins,total_losses,total_draws,win_percentage,win_streak,lose_streak
2020-07-25,Niklas Stolze,0,0,0,0,0,0
2020-07-25,Pannie Kianzad,1,2,0,0.3333333333333333,1,0
2020-08-01,Joanne Wood,6,4,0,0.6,1,0
2020-08-01,Lando Vannata,3,4,2,0.42857142857142855,1,0
2020-08-01,Frankie Saenz,5,4,0,0.5555555555555556,0,1
2020-08-01,Vicente Luque,11,3,0,0.7857142857142857,1,0
2020-08-01,Chris Gutierrez,3,1,0,0.75,3,0
2020-08-01,Jamall Emmers,0,1,0,0,0,1
2020-08-01,Derek Brunson,11,5,0,0.6875,2,0
2020-08-01,Johnny Munoz,0,0,0,0,0,0
2020-08-01,Jennifer Maia,2,2,0,0.5,0,1
2020-08-01,Bobby Green,6,5,1,0.5454545454545454,1,0
2020-08-01,Jonathan Martinez,2,2,0,0.5,0,1
2020-08-01,Randy Brown,6,3,0,0.6666666666666666,2,0
2020-08-01,Cody Durden,0,0,0,0,0,0
2020-08-01,Vince Cachero,0,0,0,0,0,0
2020-08-01,Edmen Shahbazyan,4,0,0,1,4,0
2020-08-01,Nate Maness,0,0,0,0,0,0
2020-08-08,Kevin Holland,4,2,0,0.6666666666666666,1,0
2020-08-08,Beneil Dariush,12,4,1,0.75,4,0
2020-08-08,Maki Pitolo,1,1,0,0.5,1,0
2020-08-08,Nasrat Haqparast,3,2,0,0.6,0,1
2020-08-08,Yana Santos,2,2,0,0.5,0,1
2020-08-08,Tim Means,11,9,1,0.55,0,1
2020-08-08,Omari Akhmedov,8,3,1,0.7272727272727273,3,0
2020-08-08,Derrick Lewis,14,5,0,0.7368421052631579,2,0
2020-08-08,Youssef Zalal,2,0,0,1,2,0
2020-08-08,Irwin Rivera,0,1,0,0,0,1
2020-08-08,Andrew Sanchez,4,3,0,0.5714285714285714,0,1
2020-08-08,Gavin Tucker,2,1,0,0.6666666666666666,1,0
2020-08-08,Joaquin Buckley,0,0,0,0,0,0
2020-08-08,Scott Holtzman,7,3,0,0.7,2,0
2020-08-08,Darren Stewart,4,4,1,0.5,2,0
2020-08-08,Alexander Munoz,0,0,0,0,0,0
2020-08-08,Julija Stoliarenko,0,1,0,0,0,1
2020-08-08,Laureano Staropoli,2,1,0,0.6666666666666666,0,1
2020-08-08,Chris Weidman,10,5,0,0.6666666666666666,0,2
2020-08-08,Aleksei Oleinik,8,4,0,0.6666666666666666,2,0
2020-08-08,Peter Barrett,0,0,0,0,0,0
2020-08-08,Ali AlQaisi,0,0,0,0,0,0
2020-08-08,Wellington Turman,1,1,0,0.5,1,0
2020-08-08,Justin Jaynes,1,0,0,1,1,0
2020-08-15,Stipe Miocic,13,3,0,0.8125,1,0
2020-08-15,Junior Dos Santos,15,6,0,0.7142857142857143,0,2
2020-08-15,TJ Brown,0,1,0,0,0,1
2020-08-15,Felice Herrig,5,3,0,0.625,0,2
2020-08-15,Jim Miller,21,13,1,0.6176470588235294,1,0
2020-08-15,Sean O'Malley,4,0,0,1,4,0
2020-08-15,Chris Daukaus,0,0,0,0,0,0
2020-08-15,John Dodson,10,6,0,0.625,1,0
2020-08-15,Herbert Burns,2,0,0,1,2,0
2020-08-15,Kai Kamaka,0,0,0,0,0,0
2020-08-15,Ashley Yoder,2,4,0,0.3333333333333333,0,1
2020-08-15,Daniel Cormier,11,2,1,0.8461538461538461,0,1
2020-08-15,Jairzinho Rozenstruik,4,1,0,0.8,0,1
2020-08-15,Danny Chavez,0,0,0,0,0,0
2020-08-15,Virna Jandiroba,1,1,0,0.5,1,0
2020-08-15,Vinc Pichel,5,2,0,0.7142857142857143,1,0
2020-08-15,Marlon Vera,9,5,0,0.6428571428571429,0,1
2020-08-15,Parker Porter,0,0,0,0,0,0
2020-08-15,Merab Dvalishvili,4,2,0,0.6666666666666666,4,0
2020-08-15,Daniel Pineda,3,4,0,0.42857142857142855,0,2
2020-08-15,Tony Kelley,0,0,0,0,0,0
2020-08-15,Livinha Souza,2,1,0,0.6666666666666666,0,1
2020-08-22,Ike Villanueva,0,1,0,0,0,1
2020-08-22,Mariya Agapova,1,0,0,1,1,0
2020-08-22,Carlton Minus,0,0,0,0,0,0
2020-08-22,Austin Hubbard,2,2,0,0.5,1,0
2020-08-22,Timur Valiev,0,0,0,0,0,0
2020-08-22,Amanda Lemos,1,1,0,0.5,1,0
2020-08-22,Pedro Munhoz,8,4,1,0.6666666666666666,0,1
2020-08-22,Marcin Prachnio,0,2,0,0,0,2
2020-08-22,Daniel Rodriguez,2,0,0,1,2,0
2020-08-22,Jordan Wright,0,0,0,0,0,0
2020-08-22,Shana Dobson,1,3,0,0.25,0,3
2020-08-22,Matthew Semelsberger,0,0,0,0,0,0
2020-08-22,Joe Solecki,1,0,0,1,1,0
2020-08-22,Trevin Jones,0,0,0,0,0,0
2020-08-22,Mizuki,0,0,1,0,0,0
2020-08-22,Frankie Edgar,17,8,1,0.68,0,2
2020-08-22,Mike Rodriguez,1,2,1,0.3333333333333333,0,1
2020-08-22,Dwight Grant,2,1,0,0.6666666666666666,2,0
2020-08-29,Maki Pitolo,1,2,0,0.3333333333333333,0,1
2020-08-29,Robbie Lawler,13,8,0,0.6190476190476191,0,3
2020-08-29,Sean Brady,2,0,0,1,2,0
2020-08-29,Anthony Smith,8,5,0,0.6153846153846154,0,1
2020-08-29,Ricardo Lamas,10,6,0,0.625,0,1
2020-08-29,Alessio Di Chirico,3,4,0,0.42857142857142855,0,2
2020-08-29,Alex Caceres,11,10,1,0.5238095238095238,2,0
2020-08-29,Ji Yeon Kim,3,2,0,0.6,1,0
2020-08-29,Polyana Viana,1,3,0,0.25,0,3
2020-08-29,Mallory Martin,0,1,0,0,0,1
2020-08-29,Impa Kasanganay,0,0,0,0,0,0
2020-08-29,Neil Magny,16,6,0,0.7272727272727273,2,0
2020-08-29,Christian Aguilera,1,0,0,1,1,0
2020-08-29,Aleksandar Rakic,4,1,0,0.8,0,1
2020-08-29,Bill Algeo,0,0,0,0,0,0
2020-08-29,Zak Cummings,8,4,0,0.6666666666666666,0,1
2020-08-29,Austin Springer,0,0,0,0,0,0
2020-08-29,Alexa Grasso,3,3,0,0.5,0,1
2020-08-29,Emily Whitmire,2,2,0,0.5,0,1
2020-08-29,Hannah Cifers,2,4,0,0.3333333333333333,0,3
2020-09-05,Andre Muniz,1,0,0,1,1,0
2020-09-05,Brian Kelleher,5,4,0,0.5555555555555556,0,1
2020-09-05,Ovince Saint Preux,12,9,0,0.5714285714285714,0,1
2020-09-05,Viviane Araujo,2,1,0,0.6666666666666666,0,1
2020-09-05,Cole Smith,1,1,0,0.5,0,1
2020-09-05,Alistair Overeem,11,7,0,0.6111111111111112,1,0
2020-09-05,Michel Pereira,1,2,0,0.3333333333333333,0,2
2020-09-05,Bartosz Fabinski,3,1,0,0.75,0,1
2020-09-05,Ray Rodriguez,0,0,0,0,0,0
2020-09-05,Alonzo Menifield,2,1,0,0.6666666666666666,0,1
2020-09-05,Montana De La Rosa,4,1,0,0.8,1,0
2020-09-05,Hunter Azure,1,1,0,0.5,0,1
2020-09-05,Augusto Sakai,4,0,0,1,4,0
2020-09-05,Zelim Imadaev,0,2,0,0,0,2
2020-09-12,Roxanne Modafferi,3,5,0,0.375,0,1
2020-09-12,Julia Avila,2,0,0,1,2,0
2020-09-12,Michelle Waterson-Gomez,5,4,0,0.5555555555555556,0,2
2020-09-12,Bobby Green,7,5,1,0.5833333333333334,2,0
2020-09-12,Billy Quarantillo,2,0,0,1,2,0
2020-09-12,Ottman Azaitar,1,0,0,1,1,0
2020-09-12,Roosevelt Roberts,4,2,0,0.6666666666666666,0,1
2020-09-12,Alexandr Romanov,0,0,0,0,0,0
2020-09-12,Sabina Mazo,2,1,0,0.6666666666666666,2,0
2020-09-12,Ed Herman,12,10,1,0.5454545454545454,2,0
2020-09-12,Bryan Barberena,5,5,0,0.5,0,2
2020-09-12,Brok Weaver,1,1,0,0.5,0,1
2020-09-12,Andrea Lee,3,2,0,0.6,0,2
2020-09-12,Sijara Eubanks,3,2,0,0.6,1,0
2020-09-12,Angela Hill,7,8,0,0.4666666666666667,0,1
2020-09-12,Alan Patrick,5,2,0,0.7142857142857143,0,1
2020-09-12,Kyle Nelson,1,2,0,0.3333333333333333,1,0
2020-09-12,Khama Worthy,2,0,0,1,2,0
2020-09-12,Kevin Croom,0,0,0,0,0,0
2020-09-12,Roque Martinez,0,0,0,0,0,0
2020-09-12,Justine Kish,3,2,0,0.6,1,0
2020-09-12,Mike Rodriguez,2,2,1,0.5,1,0
2020-09-12,Anthony Ivy,0,1,0,0,0,1
2020-09-12,Jalin Turner,2,2,0,0.5,1,0
2020-09-19,Johnny Walker,3,2,0,0.6,0,2
2020-09-19,Donald Cerrone,23,12,0,0.6571428571428571,0,4
2020-09-19,Colby Covington,10,2,0,0.8333333333333334,0,1
2020-09-19,Khamzat Chimaev,2,0,0,1,2,0
2020-09-19,Mackenzie Dern,3,1,0,0.75,1,0
2020-09-19,Mirsad Bektic,6,3,0,0.6666666666666666,0,2
2020-09-19,Jordan Espinosa,2,2,0,0.5,1,0
2020-09-19,Kevin Holland,5,2,0,0.7142857142857143,2,0
2020-09-19,Tyson Nam,1,2,0,0.3333333333333333,1,0
2020-09-19,Mayra Bueno Silva,1,1,0,0.5,0,1
2020-09-19,Darrick Minner,0,1,0,0,0,1
2020-09-19,Journey Newson,0,1,1,0,0,0
2020-09-19,Jessica-Rose Clark,2,2,0,0.5,0,2
2020-09-19,Andre Ewell,3,2,0,0.6,1,0
2020-09-19,Ryan Spann,4,0,0,1,4,0
2020-09-19,Niko Price,6,4,1,0.6,0,1
2020-09-19,Tyron Woodley,9,4,1,0.6923076923076923,0,2
2020-09-19,Gerald Meerschaert,6,5,0,0.5454545454545454,0,1
2020-09-19,Randa Markos,6,7,1,0.46153846153846156,0,1
2020-09-19,Damon Jackson,0,1,2,0,0,0
2020-09-19,David Dvorak,1,0,0,1,1,0
2020-09-19,Darren Stewart,5,4,1,0.5555555555555556,3,0
2020-09-19,Jerome Rivera,0,0,0,0,0,0
2020-09-19,Mara Romero Borella,2,4,0,0.3333333333333333,0,3
2020-09-19,TJ Laramie,0,0,0,0,0,0
2020-09-19,Randy Costa,1,1,0,0.5,1,0
2020-09-19,Sarah Alpar,0,0,0,0,0,0
2020-09-19,Irwin Rivera,1,1,0,0.5,1,0
2020-09-26,Shane Young,2,1,0,0.6666666666666666,2,0
2020-09-26,Kai Kara-France,4,1,0,0.8,1,0
2020-09-26,Dominick Reyes,6,1,0,0.8571428571428571,0,1
2020-09-26,Israel Adesanya,8,0,0,1,8,0
2020-09-26,Diego Sanchez,19,12,0,0.6129032258064516,1,0
2020-09-26,Brad Riddell,2,0,0,1,2,0
2020-09-26,Ketlen Vieira,4,1,0,0.8,0,1
2020-09-26,Hakeem Dawodu,4,1,0,0.8,4,0
2020-09-26,William Knight,0,0,0,0,0,0
2020-09-26,Juan Espino,1,0,0,1,1,0
2020-09-26,Khadis Ibragimov,0,3,0,0,0,3
2020-09-26,Ludovit Klein,0,0,0,0,0,0
2020-09-26,Brandon Royval,1,0,0,1,1,0
2020-09-26,Jan Blachowicz,9,5,0,0.6428571428571429,3,0
2020-09-26,Paulo Costa,5,0,0,1,5,0
2020-09-26,Jake Matthews,9,4,0,0.6923076923076923,2,0
2020-09-26,Alex Da Silva,1,1,0,0.5,1,0
2020-09-26,Sijara Eubanks,4,2,0,0.6666666666666666,2,0
2020-09-26,Zubaira Tukhugov,4,1,1,0.8,1,0
2020-09-26,Aleksa Camur,1,0,0,1,1,0
2020-09-26,Jeff Hughes,0,2,1,0,0,1
2020-09-26,Danilo Marques,0,0,0,0,0,0
2020-10-03,Charles Jourdain,1,2,0,0.3333333333333333,0,1
2020-10-03,Kyler Phillips,1,0,0,1,1,0
2020-10-03,Dequan Townsend,0,3,0,0,0,3
2020-10-03,Yorgan De Castro,1,1,0,0.5,0,1
2020-10-03,Germaine de Randamie,6,2,0,0.75,0,1
2020-10-03,Carlos Condit,7,9,0,0.4375,0,5
2020-10-03,Jordan Williams,0,0,0,0,0,0
2020-10-03,Holly Holm,6,5,0,0.5454545454545454,1,0
2020-10-03,Luigi Vendramini,0,1,0,0,0,1
2020-10-03,Casey Kenney,3,1,0,0.75,1,0
2020-10-03,Loma Lookboonmee,1,1,0,0.5,0,1
2020-10-03,Josh Culibao,0,1,0,0,0,1
2020-10-03,Cameron Else,0,0,0,0,0,0
2020-10-03,Dusko Todorovic,0,0,0,0,0,0
2020-10-03,Carlos Felipe,0,1,0,0,0,1
2020-10-03,Julianna Pena,5,1,0,0.8333333333333334,1,0
2020-10-03,Court McGee,8,8,0,0.5,0,2
2020-10-03,Nassourdine Imavov,0,0,0,0,0,0
2020-10-03,Irene Aldana,5,3,0,0.625,2,0
2020-10-03,Jessin Ayari,1,2,0,0.3333333333333333,0,2
2020-10-03,Alatengheili,0,0,0,0,0,0
2020-10-03,Jinh Yu Frey,0,1,0,0,0,1
2020-10-10,Markus Perez,2,3,0,0.4,0,1
2020-10-10,Tom Breese,4,2,0,0.6666666666666666,0,1
2020-10-10,Ben Rothwell,8,6,0,0.5714285714285714,2,0
2020-10-10,Marlon Moraes,5,2,0,0.7142857142857143,1,0
2020-10-10,Youssef Zalal,3,0,0,1,3,0
2020-10-10,Tom Aspinall,1,0,0,1,1,0
2020-10-10,Chris Daukaus,1,0,0,1,1,0
2020-10-10,Edson Barboza,14,9,0,0.6086956521739131,0,3
2020-10-10,Tracy Cortez,1,0,0,1,1,0
2020-10-10,Impa Kasanganay,1,0,0,1,1,0
2020-10-10,Giga Chikadze,3,0,0,1,3,0
2020-10-10,Ali AlQaisi,0,1,0,0,0,1
2020-10-10,Bruno Silva,0,1,1,0,0,1
2020-10-10,Dricus Du Plessis,0,0,0,0,0,0
2020-10-10,KB Bhullar,0,0,0,0,0,0
2020-10-10,Marcin Tybura,6,5,0,0.5454545454545454,2,0
2020-10-10,Cory Sandhagen,5,1,0,0.8333333333333334,0,1
2020-10-10,Ilia Topuria,0,0,0,0,0,0
2020-10-10,Alan Baudot,0,0,0,0,0,0
2020-10-10,Rodrigo Nascimento,1,0,0,1,1,0
2020-10-10,Makwan Amirkhani,6,2,0,0.75,1,0
2020-10-10,Stephanie Egger,0,0,0,0,0,0
2020-10-10,Joaquin Buckley,0,1,0,0,0,1
2020-10-10,Omar Morales,2,0,0,1,2,0
2020-10-10,Tony Kelley,0,1,0,0,0,1
2020-10-10,Tagir Ulanbekov,0,0,0,0,0,0
2020-10-17,Katlyn Chookagian,7,3,0,0.7,1,0
2020-10-17,JunYong Park,1,1,0,0.5,1,0
2020-10-17,Claudio Silva,5,0,0,1,5,0
2020-10-17,Brian Ortega,6,1,1,0.8571428571428571,0,1
2020-10-17,Jimmy Crute,3,1,0,0.75,1,0
2020-10-17,Mateusz Gamrot,0,0,0,0,0,0
2020-10-17,Jamie Mullarkey,0,1,0,0,0,1
2020-10-17,Gillian Robertson,5,2,0,0.7142857142857143,1,0
2020-10-17,Thomas Almeida,5,3,0,0.625,0,2
2020-10-17,Gadzhimurad Antigulov,2,3,0,0.4,0,3
2020-10-17,Said Nurmagomedov,2,1,0,0.6666666666666666,0,1
2020-10-17,Jessica Andrade,11,6,0,0.6470588235294118,0,2
2020-10-17,John Phillips,1,4,0,0.2,0,1
2020-10-17,James Krause,8,4,0,0.6666666666666666,0,1
2020-10-17,Chan Sung Jung,6,2,0,0.75,2,0
2020-10-17,Modestas Bukauskas,1,0,0,1,1,0
2020-10-17,Guram Kutateladze,0,0,0,0,0,0
2020-10-17,Fares Ziam,0,1,0,0,0,1
2020-10-17,Poliana Botelho,3,1,0,0.75,1,0
2020-10-17,Jonathan Martinez,3,2,0,0.6,1,0
2020-10-17,Maxim Grishin,0,1,0,0,0,1
2020-10-17,Mark Striegl,0,0,0,0,0,0
2020-10-24,Jacob Malkoun,0,0,0,0,0,0
2020-10-24,Stefan Struve,13,10,0,0.5652173913043478,0,1
2020-10-24,Lauren Murphy,5,4,0,0.5555555555555556,3,0
2020-10-24,Robert Whittaker,12,3,0,0.8,1,0
2020-10-24,Magomed Ankalaev,4,1,0,0.8,4,0
2020-10-24,Khabib Nurmagomedov,12,0,0,1,12,0
2020-10-24,Alexander Volkov,5,2,0,0.7142857142857143,0,1
2020-10-24,Da Woon Jung,2,0,0,1,2,0
2020-10-24,Nathaniel Wood,4,1,0,0.8,1,0
2020-10-24,Alex Oliveira,11,6,1,0.6470588235294118,2,0
2020-10-24,Liana Jojua,1,1,0,0.5,1,0
2020-10-24,Joel Alvarez,2,1,0,0.6666666666666666,2,0
2020-10-24,Phil Hawes,0,0,0,0,0,0
2020-10-24,Tai Tuivasa,3,3,0,0.5,0,3
2020-10-24,Liliya Shakirova,0,0,0,0,0,0
2020-10-24,Jared Cannonier,6,4,0,0.6,3,0
2020-10-24,Ion Cutelaba,4,4,0,0.5,0,1
2020-10-24,Justin Gaethje,5,2,0,0.7142857142857143,4,0
2020-10-24,Walt Harris,6,7,1,0.46153846153846156,0,1
2020-10-24,Sam Alvey,10,9,0,0.5263157894736842,0,4
2020-10-24,Casey Kenney,4,1,0,0.8,2,0
2020-10-24,Shavkat Rakhmonov,0,0,0,0,0,0
2020-10-24,Miranda Maverick,0,0,0,0,0,0
2020-10-24,Alexander Yakovlev,3,5,0,0.375,0,1
2020-10-31,Sean Strickland,7,3,0,0.7,1,0
2020-10-31,Adrian Yanez,0,0,0,0,0,0
2020-10-31,Bryce Mitchell,4,0,0,1,4,0
2020-10-31,Maurice Greene,4,2,0,0.6666666666666666,1,0
2020-10-31,Kevin Holland,6,2,0,0.75,3,0
2020-10-31,Bobby Green,8,5,1,0.6153846153846154,3,0
2020-10-31,Chris Gruetzemacher,2,2,0,0.5,1,0
2020-10-31,Uriah Hall,8,7,0,0.5333333333333333,2,0
2020-10-31,Cole Williams,0,1,0,0,0,1
2020-10-31,Miles Johns,1,1,0,0.5,0,1
2020-10-31,Dustin Jacoby,0,2,0,0,0,2
2020-10-31,Jack Marshman,3,4,0,0.42857142857142855,0,1
2020-10-31,Victor Rodriguez,0,0,0,0,0,0
2020-10-31,Andre Fili,9,6,0,0.6,1,0
2020-10-31,Greg Hardy,3,2,1,0.6,1,0
2020-10-31,Charlie Ontiveros,0,0,0,0,0,0
2020-10-31,Thiago Moises,2,2,0,0.5,1,0
2020-10-31,Alexander Hernandez,3,2,0,0.6,0,1
2020-10-31,Anderson Silva,17,6,1,0.7391304347826086,0,2
2020-10-31,Jason Witt,0,1,0,0,0,1
2020-10-31,Kevin Natividad,0,0,0,0,0,0
2020-10-31,Justin Ledet,3,3,0,0.5,0,3
2020-11-07,Alexandr Romanov,1,0,0,1,1,0
2020-11-07,Giga Chikadze,4,0,0,1,4,0
2020-11-07,Andrei Arlovski,18,13,1,0.5806451612903226,1,0
2020-11-07,Trevin Giles,3,2,0,0.6,1,0
2020-11-07,Thiago Santos,13,6,0,0.6842105263157895,0,1
2020-11-07,Raoni Barcelos,4,0,0,1,4,0
2020-11-07,Gustavo Lopez,0,1,0,0,0,1
2020-11-07,Claudia Gadelha,7,4,0,0.6363636363636364,2,0
2020-11-07,Max Griffin,3,6,0,0.3333333333333333,0,2
2020-11-07,Darren Elkins,14,8,0,0.6363636363636364,0,4
2020-11-07,Marcos Rogerio de Lima,6,4,0,0.6,1,0
2020-11-07,Jamey Simmons,0,0,0,0,0,0
2020-11-07,Tanner Boser,3,1,0,0.75,2,0
2020-11-07,Bevon Lewis,1,2,0,0.3333333333333333,1,0
2020-11-07,Glover Teixeira,14,5,0,0.7368421052631579,4,0
2020-11-07,Khalid Taha,1,1,1,0.5,0,0
2020-11-07,Anthony Birchak,2,2,0,0.5,1,0
2020-11-07,Yan Xiaonan,5,0,0,1,5,0
2020-11-07,Ramiz Brahimaj,0,0,0,0,0,0
2020-11-07,Eduardo Garagorri,1,1,0,0.5,0,1
2020-11-14,Abdul Razak Alhassan,4,2,0,0.6666666666666666,0,1
2020-11-14,Brendan Allen,3,0,0,1,3,0
2020-11-14,Geraldo de Freitas,1,1,0,0.5,0,1
2020-11-14,Alex Morono,6,3,1,0.6666666666666666,0,1
2020-11-14,Kay Hansen,1,0,0,1,1,0
2020-11-14,Randa Markos,6,8,1,0.42857142857142855,0,2
2020-11-14,Paul Felder,9,5,0,0.6428571428571429,0,1
2020-11-14,Ashley Yoder,2,5,0,0.2857142857142857,0,2
2020-11-14,Don'Tale Mayes,0,2,0,0,0,2
2020-11-14,Khaos Williams,1,0,0,1,1,0
2020-11-14,Sean Strickland,8,3,0,0.7272727272727273,2,0
2020-11-14,Tony Gravely,0,1,0,0,0,1
2020-11-14,Rhys McKee,0,1,0,0,0,1
2020-11-14,Cory McKenna,0,0,0,0,0,0
2020-11-14,Kanako Murata,0,0,0,0,0,0
2020-11-14,Rafael Dos Anjos,18,11,0,0.6206896551724138,0,2
2020-11-14,Miranda Granger,1,1,0,0.5,0,1
2020-11-14,Roque Martinez,0,1,0,0,0,1
2020-11-21,Valentina Shevchenko,8,2,0,0.8,5,0
2020-11-21,Katlyn Chookagian,7,4,0,0.6363636363636364,0,1
2020-11-21,Joaquin Buckley,1,1,0,0.5,1,0
2020-11-21,Antonina Shevchenko,2,2,0,0.5,0,1
2020-11-21,Mauricio Rua,11,9,1,0.55,1,0
2020-11-21,Brandon Moreno,5,2,1,0.7142857142857143,2,0
2020-11-21,Daniel Rodriguez,3,0,0,1,3,0
2020-11-21,Mike Perry,7,6,0,0.5384615384615384,1,0
2020-11-21,Deiveson Figueiredo,8,1,0,0.8888888888888888,4,0
2020-11-21,Louis Cosce,0,0,0,0,0,0
2020-11-21,Alan Jouban,7,5,0,0.5833333333333334,0,1
2020-11-21,Kyle Daukaus,0,1,0,0,0,1
2020-11-21,Jennifer Maia,3,2,0,0.6,1,0
2020-11-21,Cynthia Calvillo,6,1,1,0.8571428571428571,1,0
2020-11-21,Jordan Wright,1,0,0,1,1,0
2020-11-21,Ariane Lipski,2,2,0,0.5,2,0
2020-11-21,Paul Craig,5,4,1,0.5555555555555556,1,0
2020-11-21,Brandon Royval,2,0,0,1,2,0
2020-11-21,Nicolas Dalby,2,2,2,0.5,0,0
2020-11-21,Tim Means,12,9,1,0.5714285714285714,1,0
2020-11-21,Alex Perez,6,1,0,0.8571428571428571,3,0
2020-11-21,Sasha Palatnikov,0,0,0,0,0,0
2020-11-21,Jared Gooden,0,0,0,0,0,0
2020-11-21,Dustin Stoltzfus,0,0,0,0,0,0
2020-11-28,Jonathan Pearce,0,1,0,0,0,1
2020-11-28,Josh Parisian,0,0,0,0,0,0
2020-11-28,Ashlee Evans-Smith,3,4,0,0.42857142857142855,0,1
2020-11-28,Gina Mazany,1,4,0,0.2,0,3
2020-11-28,Anthony Smith,8,6,0,0.5714285714285714,0,2
2020-11-28,Miguel Baeza,2,0,0,1,2,0
2020-11-28,Martin Day,0,2,0,0,0,2
2020-11-28,Luke Sanders,3,3,0,0.5,1,0
2020-11-28,Spike Carlyle,1,1,0,0.5,0,1
2020-11-28, Sumudaerji,1,1,0,0.5,1,0
2020-11-28,Kai Kamaka,1,0,0,1,1,0
2020-11-28,Parker Porter,0,1,0,0,0,1
2020-11-28,Norma Dumont,0,1,0,0,0,1
2020-11-28,Rachael Ostovich,1,2,0,0.3333333333333333,0,2
2020-11-28,Devin Clark,6,4,0,0.6,2,0
2020-11-28,Takashi Sato,2,1,0,0.6666666666666666,1,0
2020-11-28,Anderson Dos Santos,0,2,0,0,0,2
2020-11-28,Nate Maness,1,0,0,1,1,0
2020-11-28,Bill Algeo,0,1,0,0,0,1
2020-11-28,Malcolm Gordon,0,1,0,0,0,1
2020-12-05,Gabriel Benitez,5,4,0,0.5555555555555556,0,2
2020-12-05,Jack Hermansson,8,3,0,0.7272727272727273,1,0
2020-12-05,Gian Villante,7,9,0,0.4375,0,2
2020-12-05,Ilia Topuria,1,0,0,1,1,0
2020-12-05,Roman Dolidze,1,0,0,1,1,0
2020-12-05,Ovince Saint Preux,13,9,0,0.5909090909090909,1,0
2020-12-05,Matt Wiman,10,7,0,0.5882352941176471,0,2
2020-12-05,Louis Smolka,7,7,0,0.5,0,1
2020-12-05,Justin Jaynes,1,1,0,0.5,0,1
2020-12-05,Marvin Vettori,5,2,1,0.7142857142857143,3,0
2020-12-05,Jake Collier,3,4,0,0.42857142857142855,0,1
2020-12-05,Damon Jackson,1,1,2,0.5,1,0
2020-12-05,John Allan,0,0,1,0,0,0
2020-12-05,Jamahal Hill,1,0,1,1,0,0
2020-12-05,Jordan Leavitt,0,0,0,0,0,0
2020-12-05,Jose Quinonez,5,3,0,0.625,0,1
2020-12-12,Kevin Holland,7,2,0,0.7777777777777778,4,0
2020-12-12,Mackenzie Dern,4,1,0,0.8,2,0
2020-12-12,Gavin Tucker,3,1,0,0.75,2,0
2020-12-12,Cub Swanson,11,7,0,0.6111111111111112,1,0
2020-12-12,Renato Moicano,6,3,0,0.6666666666666666,1,0
2020-12-12,Tony Ferguson,15,2,0,0.8823529411764706,0,1
2020-12-12,Deiveson Figueiredo,9,1,0,0.9,5,0
2020-12-12,Junior Dos Santos,15,7,0,0.6818181818181818,0,3
2020-12-12,Tecia Torres,7,5,0,0.5833333333333334,1,0
2020-12-12,Chase Hooper,1,1,0,0.5,0,1
2020-12-12,Jacare Souza,9,5,0,0.6428571428571429,0,2
2020-12-12,Virna Jandiroba,2,1,0,0.6666666666666666,2,0
2020-12-12,Billy Quarantillo,3,0,0,1,3,0
2020-12-12,Daniel Pineda,4,4,0,0.5,1,0
2020-12-12,Rafael Fiziev,2,1,0,0.6666666666666666,2,0
2020-12-12,Charles Oliveira,17,8,1,0.68,7,0
2020-12-12,Brandon Moreno,6,2,1,0.75,3,0
2020-12-12,Ciryl Gane,3,0,0,1,3,0
2020-12-12,Sam Hughes,0,0,0,0,0,0
2020-12-12,Peter Barrett,0,1,0,0,0,1
2020-12-19,Marlon Moraes,5,3,0,0.625,0,1
2020-12-19,Anthony Pettis,10,9,0,0.5263157894736842,1,0
2020-12-19,Deron Winn,1,2,0,0.3333333333333333,0,2
2020-12-19,Jose Aldo,10,6,0,0.625,0,3
2020-12-19,Michel Pereira,2,2,0,0.5,1,0
2020-12-19,Marcin Tybura,7,5,0,0.5833333333333334,3,0
2020-12-19,Sijara Eubanks,4,3,0,0.5714285714285714,0,1
2020-12-19,Stephen Thompson,10,4,1,0.7142857142857143,1,0
2020-12-19,Tafon Nchukwi,0,0,0,0,0,0
2020-12-19,Gillian Robertson,6,2,0,0.75,2,0
2020-12-19,Jimmy Flick,0,0,0,0,0,0
2020-12-19,Christos Giagos,3,4,0,0.42857142857142855,0,1
2020-12-19,Rob Font,7,3,0,0.7,2,0
2020-12-19,Alex Morono,7,3,1,0.7,1,0
2020-12-19,Antonio Arroyo,0,1,0,0,0,1
2020-12-19,Marlon Vera,10,5,0,0.6666666666666666,1,0
2020-12-19,Khaos Williams,2,0,0,1,2,0
2020-12-19,Greg Hardy,4,2,1,0.6666666666666666,2,0
2020-12-19,Pannie Kianzad,2,2,0,0.5,2,0
2020-12-19,Geoff Neal,5,0,0,1,5,0
2020-12-19,Jamie Pickett,0,0,0,0,0,0
2020-12-19,Taila Santos,1,1,0,0.5,1,0
2020-12-19,Cody Durden,0,0,1,0,0,0
2020-12-19,Carlton Minus,0,1,0,0,0,1
2021-01-16,Wu Yanan,1,1,1,0.5,0,0
2021-01-16,Carlos Felipe,1,1,0,0.5,1,0
2021-01-16,Punahele Soriano,1,0,0,1,1,0
2021-01-16,David Zawada,1,2,0,0.3333333333333333,1,0
2021-01-16,Max Holloway,17,6,0,0.7391304347826086,0,2
2021-01-16,Joaquin Buckley,2,1,0,0.6666666666666666,2,0
